instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,windspeed_boxcox,weathersit_adjusted,weathersit_logit,hour,day_of_week,month_name,season_name,weather_category,temp_category,humidity_category,windspeed_category,user_type,rentals_per_user,day_type,is_weekend,comfort_index,peak_hour
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303506,1558,2186,3744,-0.9401736184057583,0.99999,11.51291546492478,0,Sunday,April,Summer,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,0,0.224526,0
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163577,669,2760,3429,-1.2722207053238543,0.99999,11.51291546492478,0,Monday,April,Summer,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.26880766666666667,0
109,2011-04-19,2,0,4,0,2,1,2,0.505833,0.489258,0.665833,0.157981,409,2795,3204,-1.2885020654469437,0.99999,11.51291546492478,0,Tuesday,April,Summer,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.22733966666666663,0
110,2011-04-20,2,0,4,0,3,1,1,0.595,0.564392,0.614167,0.241935,613,3331,3944,-1.071980772058457,0.99999,11.51291546492478,0,Wednesday,April,Summer,Clear,Mild,High,Windy,Registered,1.0,Working Day,0,0.24629933333333331,0
111,2011-04-21,2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325268,745,3444,4189,-0.8973773614372266,0.99999,11.51291546492478,0,Thursday,April,Summer,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.24227200000000002,0
112,2011-04-22,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219531,177,1506,1683,-1.1247781793885774,0.99999,11.51291546492478,0,Friday,April,Summer,Mist,Mild,High,Windy,Registered,1.0,Working Day,1,0.12918433333333332,0
113,2011-04-23,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.23073500000000002,1462,2574,4036,-1.098000171979089,0.99999,11.51291546492478,0,Saturday,April,Summer,Mist,Mild,High,Windy,Registered,1.0,Weekend,1,0.11378266666666668,0
114,2011-04-24,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.19218500000000002,1710,2481,4191,-1.1936855630550391,0.99999,11.51291546492478,0,Sunday,April,Summer,Mist,Mild,High,Breezy,Registered,1.0,Weekend,0,0.192883,0
115,2011-04-25,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185343,773,3300,4073,-1.2118105892881066,0.99999,11.51291546492478,0,Monday,April,Summer,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.21488566666666664,0
116,2011-04-26,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.32651,678,3722,4400,-0.8949860805285288,0.99999,11.51291546492478,0,Tuesday,April,Summer,Clear,Hot,High,Windy,Registered,1.0,Working Day,0,0.19199666666666662,0
117,2011-04-27,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.31221,547,3325,3872,-0.9228481789696492,0.99999,11.51291546492478,0,Wednesday,April,Summer,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.1574576666666667,0
118,2011-04-28,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.32091800000000004,569,3489,4058,-0.9057949473032187,0.99999,11.51291546492478,0,Thursday,April,Summer,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.19858299999999998,0
119,2011-04-29,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240073,878,3717,4595,-1.0762569724472566,0.99999,11.51291546492478,0,Friday,April,Summer,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,1,0.270948,0
120,2011-04-30,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.23508500000000002,1965,3347,5312,-1.087808602398219,0.99999,11.51291546492478,0,Saturday,April,Summer,Clear,Mild,Medium,Windy,Registered,1.0,Weekend,1,0.24469399999999997,0
121,2011-05-01,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.106364,1138,2213,3351,-1.457894813708296,0.99999,11.51291546492478,0,Sunday,May,Summer,Mist,Mild,High,Breezy,Registered,1.0,Weekend,0,0.1944066666666667,0
122,2011-05-02,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.18346400000000002,847,3554,4401,-1.2168564195731355,0.99999,11.51291546492478,0,Monday,May,Summer,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.21190099999999998,0
123,2011-05-03,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342677,603,3848,4451,-0.864331987424714,0.99999,11.51291546492478,0,Tuesday,May,Summer,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.19230233333333333,0
124,2011-05-04,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.329006,255,2378,2633,-0.8901964372827663,0.99999,11.51291546492478,0,Wednesday,May,Summer,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.11602599999999998,0
125,2011-05-05,2,0,5,0,4,1,1,0.459167,0.441917,0.444167,0.295402,614,3819,4433,-0.9565676983584357,0.99999,11.51291546492478,0,Thursday,May,Summer,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,0,0.23986600000000002,0
126,2011-05-06,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.22825600000000001,894,3714,4608,-1.1038584782359753,0.99999,11.51291546492478,0,Friday,May,Summer,Clear,Mild,Medium,Windy,Registered,1.0,Working Day,1,0.22030366666666668,0
127,2011-05-07,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16046000000000002,1612,3102,4714,-1.281248608848815,0.99999,11.51291546492478,0,Saturday,May,Summer,Clear,Mild,Medium,Breezy,Registered,1.0,Weekend,1,0.2727633333333333,0
128,2011-05-08,2,0,5,0,0,0,1,0.528333,0.518933,0.631667,0.07464749999999999,1401,2932,4333,-1.5876041948628008,0.99999,11.51291546492478,0,Sunday,May,Summer,Clear,Mild,High,Calm,Registered,1.0,Weekend,0,0.2740061666666667,0
129,2011-05-09,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.17601,664,3698,4362,-1.2371765481992811,0.99999,11.51291546492478,0,Monday,May,Summer,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.2559133333333333,0
130,2011-05-10,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.11568099999999999,694,4109,4803,-1.4242319199395803,0.99999,11.51291546492478,0,Tuesday,May,Summer,Clear,Mild,Medium,Breezy,Registered,1.0,Working Day,0,0.3092173333333333,0
131,2011-05-11,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120652,550,3632,4182,-1.4069175713059572,0.99999,11.51291546492478,0,Wednesday,May,Summer,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.262977,0
132,2011-05-12,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189677,695,4169,4864,-1.20028500932538,0.99999,11.51291546492478,0,Thursday,May,Summer,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.19927433333333333,0
133,2011-05-13,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179735,692,3413,4105,-1.226960382273475,0.99999,11.51291546492478,0,Friday,May,Summer,Mist,Mild,High,Breezy,Registered,1.0,Working Day,1,0.15647733333333333,0
134,2011-05-14,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13496,902,2507,3409,-1.359293911890308,0.99999,11.51291546492478,0,Saturday,May,Summer,Mist,Mild,High,Breezy,Registered,1.0,Weekend,1,0.1544576666666667,0
135,2011-05-15,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152989,1582,2971,4553,-1.3033129362388796,0.99999,11.51291546492478,0,Sunday,May,Summer,Mist,Mild,High,Breezy,Registered,1.0,Weekend,0,0.1808093333333333,0
136,2011-05-16,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.12688100000000002,773,3185,3958,-1.3857999901473361,0.99999,11.51291546492478,0,Monday,May,Summer,Clear,Mild,High,Breezy,Registered,1.0,Working Day,0,0.22090066666666666,0
137,2011-05-17,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277364,678,3445,4123,-0.9940266350071252,0.99999,11.51291546492478,0,Tuesday,May,Summer,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.14879533333333336,0
138,2011-05-18,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.20150200000000001,536,3319,3855,-1.1696002667639844,0.99999,11.51291546492478,0,Wednesday,May,Summer,Mist,Mild,High,Windy,Registered,1.0,Working Day,0,0.15949933333333333,0
139,2011-05-19,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108223,735,3840,4575,-1.4510444885887035,0.99999,11.51291546492478,0,Thursday,May,Summer,Mist,Mild,High,Breezy,Registered,1.0,Working Day,0,0.1976756666666667,0
140,2011-05-20,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.12502300000000002,909,4008,4917,-1.3920343376173796,0.99999,11.51291546492478,0,Friday,May,Summer,Clear,Mild,High,Breezy,Registered,1.0,Working Day,1,0.230687,0
141,2011-05-21,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065999999999999,2258,3547,5805,-1.406890045994329,0.99999,11.51291546492478,0,Saturday,May,Summer,Clear,Hot,High,Breezy,Registered,1.0,Weekend,1,0.2850576666666667,0
142,2011-05-22,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148018,1576,3084,4660,-1.3183448323026652,0.99999,11.51291546492478,0,Sunday,May,Summer,Clear,Hot,High,Breezy,Registered,1.0,Weekend,0,0.235522,0
143,2011-05-23,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233852,836,3438,4274,-1.090686114721105,0.99999,11.51291546492478,0,Monday,May,Summer,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.19593833333333333,0
144,2011-05-24,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207102,659,3833,4492,-1.1554357492998013,0.99999,11.51291546492478,0,Tuesday,May,Summer,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.237355,0
145,2011-05-25,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.15424300000000002,740,4238,4978,-1.2995661741142082,0.99999,11.51291546492478,0,Wednesday,May,Summer,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.2701133333333333,0
146,2011-05-26,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.199652,758,3919,4677,-1.1743300765366342,0.99999,11.51291546492478,0,Thursday,May,Summer,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.27706033333333335,0
147,2011-05-27,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.24068900000000001,871,3808,4679,-1.07484015138959,0.99999,11.51291546492478,0,Friday,May,Summer,Clear,Hot,High,Windy,Registered,1.0,Working Day,1,0.26240933333333333,0
148,2011-05-28,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230102,2001,2757,4758,-1.099492550220957,0.99999,11.51291546492478,0,Saturday,May,Summer,Clear,Hot,High,Windy,Registered,1.0,Weekend,1,0.23204933333333333,0
149,2011-05-29,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.213948,2355,2433,4788,-1.1384203612750834,0.99999,11.51291546492478,0,Sunday,May,Summer,Clear,Hot,High,Windy,Registered,1.0,Weekend,0,0.21160066666666666,0
150,2011-05-30,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.13123500000000002,1549,2549,4098,-1.3713965103519754,0.99999,11.51291546492478,0,Monday,May,Summer,Clear,Hot,High,Breezy,Registered,1.0,Holiday,0,0.3056993333333333,0
151,2011-05-31,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111339,673,3309,3982,-1.4397146997145347,0.99999,11.51291546492478,0,Tuesday,May,Summer,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.3423313333333334,0
152,2011-06-01,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207102,513,3461,3974,-1.1554357492998013,0.99999,11.51291546492478,0,Wednesday,June,Summer,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.29332733333333333,0
153,2011-06-02,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.29229700000000003,736,4232,4968,-0.9629185654051862,0.99999,11.51291546492478,0,Thursday,June,Summer,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.37256766666666663,0
154,2011-06-03,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253131,898,4414,5312,-1.0466649756966357,0.99999,11.51291546492478,0,Friday,June,Summer,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,1,0.33756733333333333,0
155,2011-06-04,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123152,1869,3473,5342,-1.3983672534191114,0.99999,11.51291546492478,0,Saturday,June,Summer,Clear,Hot,Medium,Breezy,Registered,1.0,Weekend,1,0.351866,0
156,2011-06-05,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.13870200000000002,1685,3221,4906,-1.3473310381423556,0.99999,11.51291546492478,0,Sunday,June,Summer,Mist,Hot,High,Breezy,Registered,1.0,Weekend,0,0.28571033333333334,0
157,2011-06-06,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121906,673,3875,4548,-1.4026159248702688,0.99999,11.51291546492478,0,Monday,June,Summer,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.318809,0
158,2011-06-07,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187818,763,4070,4833,-1.2052096750910213,0.99999,11.51291546492478,0,Tuesday,June,Summer,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.307255,0
159,2011-06-08,2,0,6,0,3,1,1,0.775833,0.727279,0.622083,0.136827,676,3725,4401,-1.3533013673367458,0.99999,11.51291546492478,0,Wednesday,June,Summer,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.33897433333333327,0
160,2011-06-09,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149893,563,3352,3915,-1.3126408371376843,0.99999,11.51291546492478,0,Thursday,June,Summer,Mist,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.363369,0
161,2011-06-10,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.14056400000000002,815,3771,4586,-1.3414485911615,0.99999,11.51291546492478,0,Friday,June,Summer,Clear,Hot,High,Breezy,Registered,1.0,Working Day,1,0.33647866666666665,0
162,2011-06-11,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15486,1729,3237,4966,-1.2977292032898846,0.99999,11.51291546492478,0,Saturday,June,Summer,Clear,Hot,High,Breezy,Registered,1.0,Weekend,1,0.30518566666666663,0
163,2011-06-12,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.163577,1467,2993,4460,-1.2722207053238543,0.99999,11.51291546492478,0,Sunday,June,Summer,Clear,Hot,High,Breezy,Registered,1.0,Weekend,0,0.2603353333333333,0
164,2011-06-13,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30536,863,4157,5020,-0.9364591109153528,0.99999,11.51291546492478,0,Monday,June,Summer,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.2783523333333333,0
165,2011-06-14,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269293,727,4164,4891,-1.0112485569551433,0.99999,11.51291546492478,0,Tuesday,June,Summer,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.27593033333333333,0
166,2011-06-15,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.16792200000000002,769,4411,5180,-1.2598022391983232,0.99999,11.51291546492478,0,Wednesday,June,Summer,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.329026,0
167,2011-06-16,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206481,545,3222,3767,-1.1569953718855337,0.99999,11.51291546492478,0,Thursday,June,Summer,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.24450633333333335,0
168,2011-06-17,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143039,863,3981,4844,-1.333699600122124,0.99999,11.51291546492478,0,Friday,June,Summer,Clear,Hot,High,Breezy,Registered,1.0,Working Day,1,0.256765,0
169,2011-06-18,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.119418,1807,3312,5119,-1.411176188450189,0.99999,11.51291546492478,0,Saturday,June,Summer,Clear,Hot,High,Breezy,Registered,1.0,Weekend,1,0.30227733333333334,0
170,2011-06-19,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.10200999999999999,1639,3105,4744,-1.4742178116426743,0.99999,11.51291546492478,0,Sunday,June,Summer,Mist,Hot,High,Breezy,Registered,1.0,Weekend,0,0.31016333333333335,0
171,2011-06-20,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155485,699,3311,4010,-1.2958727691105751,0.99999,11.51291546492478,0,Monday,June,Summer,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.24442166666666668,0
172,2011-06-21,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.17103500000000002,774,4061,4835,-1.2510199891702904,0.99999,11.51291546492478,0,Tuesday,June,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.2464603333333333,0
173,2011-06-22,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172272,661,3846,4507,-1.247556165598631,0.99999,11.51291546492478,0,Wednesday,June,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.2845203333333333,0
174,2011-06-23,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238814,746,4044,4790,-1.0791593370248356,0.99999,11.51291546492478,0,Thursday,June,Fall,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.262062,0
175,2011-06-24,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222035,969,4022,4991,-1.1187254516023752,0.99999,11.51291546492478,0,Friday,June,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,1,0.30959966666666666,0
176,2011-06-25,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.20958100000000002,1782,3420,5202,-1.1492368904344457,0.99999,11.51291546492478,0,Saturday,June,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Weekend,1,0.3340286666666666,0
177,2011-06-26,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.0945433,1920,3385,5305,-1.50318638861157,0.99999,11.51291546492478,0,Sunday,June,Fall,Clear,Hot,Medium,Calm,Registered,1.0,Weekend,0,0.3573745666666667,0
178,2011-06-27,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.107598,854,3854,4708,-1.4533398564172244,0.99999,11.51291546492478,0,Monday,June,Fall,Mist,Hot,High,Breezy,Registered,1.0,Working Day,0,0.30552300000000004,0
179,2011-06-28,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144293,732,3916,4648,-1.3298033315763413,0.99999,11.51291546492478,0,Tuesday,June,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.32190233333333335,0
180,2011-06-29,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.26183100000000004,848,4377,5225,-1.0274413907890243,0.99999,11.51291546492478,0,Wednesday,June,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.32286166666666666,0
181,2011-06-30,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.18532200000000001,1027,4488,5515,-1.2118668167195652,0.99999,11.51291546492478,0,Thursday,June,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.35905933333333334,0
182,2011-07-01,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.102618,1246,4116,5362,-1.4719143036285258,0.99999,11.51291546492478,0,Friday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,1,0.40787733333333337,0
183,2011-07-02,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.115072,2204,2915,5119,-1.4263827876258386,0.99999,11.51291546492478,0,Saturday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Weekend,1,0.3928926666666667,0
184,2011-07-03,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.22886800000000002,2282,2367,4649,-1.1024087739846022,0.99999,11.51291546492478,0,Sunday,July,Fall,Mist,Hot,High,Windy,Registered,1.0,Weekend,0,0.268433,0
185,2011-07-04,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.0814892,3065,2978,6043,-1.5572366884245992,0.99999,11.51291546492478,0,Monday,July,Fall,Mist,Hot,High,Calm,Casual,1.0,Holiday,0,0.33575360000000004,0
186,2011-07-05,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.12626800000000002,1031,3634,4665,-1.3878509230921972,0.99999,11.51291546492478,0,Tuesday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.3433273333333333,0
187,2011-07-06,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149893,784,3845,4629,-1.3126408371376843,0.99999,11.51291546492478,0,Wednesday,July,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.2755913333333333,0
188,2011-07-07,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.15921000000000002,754,3838,4592,-1.2848978117041887,0.99999,11.51291546492478,0,Thursday,July,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.31317999999999996,0
189,2011-07-08,3,0,7,0,5,1,2,0.709167,0.670483,0.757917,0.225139,692,3348,4040,-1.111277494688757,0.99999,11.51291546492478,0,Friday,July,Fall,Mist,Hot,High,Windy,Registered,1.0,Working Day,1,0.24203700000000003,0
190,2011-07-09,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.16792200000000002,1988,3348,5336,-1.2598022391983232,0.99999,11.51291546492478,0,Saturday,July,Fall,Clear,Hot,High,Breezy,Registered,1.0,Weekend,1,0.318748,0
191,2011-07-10,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183481,1743,3138,4881,-1.2168106330761885,0.99999,11.51291546492478,0,Sunday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Weekend,0,0.328562,0
192,2011-07-11,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282347,723,3363,4086,-0.9835397257845547,0.99999,11.51291546492478,0,Monday,July,Fall,Clear,Hot,High,Windy,Registered,1.0,Working Day,0,0.28143999999999997,0
193,2011-07-12,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200264,662,3596,4258,-1.1727625806111763,0.99999,11.51291546492478,0,Tuesday,July,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.34491200000000005,0
194,2011-07-13,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.14614300000000002,748,3594,4342,-1.3240912032749304,0.99999,11.51291546492478,0,Wednesday,July,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.32295233333333334,0
195,2011-07-14,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.240677,888,4196,5084,-1.074867731552415,0.99999,11.51291546492478,0,Thursday,July,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.321302,0
196,2011-07-15,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182843,1318,4220,5538,-1.2185306755968615,0.99999,11.51291546492478,0,Friday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,1,0.2964133333333333,0
197,2011-07-16,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208352,2418,3505,5923,-1.1523046775516852,0.99999,11.51291546492478,0,Saturday,July,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Weekend,1,0.2977716666666667,0
198,2011-07-17,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245043,2006,3296,5302,-1.0648856798890847,0.99999,11.51291546492478,0,Sunday,July,Fall,Clear,Hot,High,Windy,Registered,1.0,Weekend,0,0.28998566666666664,0
199,2011-07-18,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215814,841,3617,4458,-1.133837852860524,0.99999,11.51291546492478,0,Monday,July,Fall,Clear,Hot,High,Windy,Registered,1.0,Working Day,0,0.293201,0
200,2011-07-19,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.13061,752,3789,4541,-1.373446730887785,0.99999,11.51291546492478,0,Tuesday,July,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.33188,0
201,2011-07-20,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113827,644,3688,4332,-1.4308006716222006,0.99999,11.51291546492478,0,Wednesday,July,Fall,Clear,Hot,High,Breezy,Registered,1.0,Working Day,0,0.31580766666666665,0
202,2011-07-21,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222031,632,3152,3784,-1.1187350886062732,0.99999,11.51291546492478,0,Thursday,July,Fall,Mist,Hot,High,Windy,Registered,1.0,Working Day,0,0.300573,0
203,2011-07-22,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.13311,562,2825,3387,-1.3652798612822163,0.99999,11.51291546492478,0,Friday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,1,0.37826866666666664,0
204,2011-07-23,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.13123100000000001,987,2298,3285,-1.3714096136033467,0.99999,11.51291546492478,0,Saturday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Weekend,1,0.40597866666666665,0
205,2011-07-24,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.169181,1050,2556,3606,-1.2562390452383552,0.99999,11.51291546492478,0,Sunday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Weekend,0,0.3699953333333333,0
206,2011-07-25,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.09081829999999999,568,3272,3840,-1.518139494984015,0.99999,11.51291546492478,0,Monday,July,Fall,Clear,Hot,High,Calm,Registered,1.0,Working Day,0,0.29847723333333337,0
207,2011-07-26,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200268,750,3840,4590,-1.1727523447527581,0.99999,11.51291546492478,0,Tuesday,July,Fall,Clear,Hot,Medium,Windy,Registered,1.0,Working Day,0,0.34352199999999994,0
208,2011-07-27,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183473,755,3901,4656,-1.216832179354208,0.99999,11.51291546492478,0,Wednesday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.3962033333333333,0
209,2011-07-28,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178489,606,3784,4390,-1.2303637668031087,0.99999,11.51291546492478,0,Thursday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.33911500000000006,0
210,2011-07-29,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.174148,670,3176,3846,-1.2423306469798483,0.99999,11.51291546492478,0,Friday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,1,0.37389500000000003,0
211,2011-07-30,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168547,1559,2916,4475,-1.2580314341968593,0.99999,11.51291546492478,0,Saturday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Weekend,1,0.38992899999999997,0
212,2011-07-31,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.164823,1524,2778,4302,-1.2686399962586115,0.99999,11.51291546492478,0,Sunday,July,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Weekend,0,0.3867256666666667,0
213,2011-08-01,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156727,729,3537,4266,-1.2921965622571228,0.99999,11.51291546492478,0,Monday,August,Fall,Clear,Hot,Medium,Breezy,Registered,1.0,Working Day,0,0.3547023333333333,0
